page,block_id,block_type,bbox,source_image_path,text_pdf_layer,text_ocr_basic,text_ocr_vision,text_merged,normalized_text,has_dimension_signal,has_material_signal,has_structure_signal,rule_likelihood,needs_manual_review,manual_note
5,p005-b01,dimension_note,"{""x"": 108, ""y"": 480, ""w"": 2628, ""h"": 1079}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p005-b01.png,"原木定制三大误区
木材等级=选料水平=家具品质？
•当谈到木材的分级时，NHLA分等规则提供了一个基本的分类体系，用于确定木材的质量和适用性。然而，仅仅依靠木材分级是不足以达到
高品质家具所需的效果的。
•优秀的选料水平和严格的选料标准是生产优质家具的必要条件之一。
•在生产过程中，良禽在NHLA分等规则的基础上进一步扩展了选料的标准，并按照分级选料原则进行再精选，这意味着在已经达到特级标准
的木材基础上，通过更高的要求进行再次挑选。
•这种再挑选的目的是确保所选木材具有更高的一致性、更显著的美观度和更低的缺陷率。
•选料的水平和标准在家具制造中起着重要的作用，只有通过对每块木材进行仔细筛选，确保其颜色、纹理和质地的匹配，才能够保证最终
家具的品质。
•因此，木材等级≠选料水平≠家具品质，只有好的木材等级 + 优秀的选料水平 + 严格的选料标准才能保证好的家具品质。","ebkae
BRIER
Mit
WER
VWs
SEE
+
MRD
RRR
HEEN
So
Ka
SBME
SESE
SERRE
YEBOMEY
BERS’
MORRO’
PRK
EE
PSS
SSE
VARI
ae
SS
JX
eb
ARE
A
EB
SLE
SB”
MEE
BNC
IES
Se?
TY
Ss
KL
ENR
Ah’
PRUNE
RS
EPS
SSEUVOS
MH
PPLE
LER
Bee
Oe
ESE
BARE
ais
ME
oe
hs
See
TK
BRE
AS
ES
-°
°
ey
SB
se
Bs
Se
IPS
EYE]
Ded?
USE?
EK
MEIN
L-V
WERE
EA
OE
WH
(<
YEN
CRS
HE
EAI
oh
§
P=
¥
Xx
EWE","。品具定帕戎剁大郵称数帕严+平水数帕委+林木育只，贡品具定丰平兆煤丰艰等协木，出因•
。贰品帕具家
。率部 帕补更味 贩美帕菩显更，卦姪一帕高更 具妹木越祖剁县的目帕彭將再麻效•
。数将穴再云戡苯要高更女 ，土出基林木
郵林艰耕峰發与善和意 ，数献再己我顺 起艰代 并，郵称啪株数T 走一数土题基的财代AJHV玉禽，中郢故产主•
。一女#杀要心啵具家产主昙郵称株数帕严味平水数随委出•
。阳果姣帕需祖具定觅品高
心虽不昙退代协木靠对处处，而然。卦用味量贡帕林木宝舸干用，蔡本类代本基个一T期昇呗财等代AJHM，胡避帕林木峌炎•
S品具宏=平水株找=艰芸妹木＞
习 大三 宝木","原木定制三大误区
木材等级=选料水平=家具品质？
•当谈到木材的分级时，NHLA分等规则提供了一个基本的分类体系，用于确定木材的质量和适用性。然而，仅仅依靠木材分级是不足以达到
高品质家具所需的效果的。
•优秀的选料水平和严格的选料标准是生产优质家具的必要条件之一。
•在生产过程中，良禽在NHLA分等规则的基础上进一步扩展了选料的标准，并按照分级选料原则进行再精选，这意味着在已经达到特级标准
的木材基础上，通过更高的要求进行再次挑选。
•这种再挑选的目的是确保所选木材具有更高的一致性、更显著的美观度和更低的缺陷率。
•选料的水平和标准在家具制造中起着重要的作用，只有通过对每块木材进行仔细筛选，确保其颜色、纹理和质地的匹配，才能够保证最终
家具的品质。
•因此，木材等级≠选料水平≠家具品质，只有好的木材等级 + 优秀的选料水平 + 严格的选料标准才能保证好的家具品质。
ebkae
BRIER
Mit
WER
VWs
SEE
+
MRD
RRR
HEEN
So
Ka
SBME
SESE
SERRE
YEBOMEY
BERS’
MORRO’
PRK
EE
PSS
SSE
VARI
ae
SS
JX
eb
ARE
A
EB
SLE
SB”
MEE
BNC
IES
Se?
TY
Ss
KL
ENR
Ah’
PRUNE
RS
EPS
SSEUVOS
MH
PPLE
LER
Bee
Oe
ESE
BARE
ais
ME
oe
hs
See
TK
BRE
AS
ES
-°
°
ey
SB
se
Bs
Se
IPS
EYE]
Ded?
USE?
EK
MEIN
L-V
WERE
EA
OE
WH
(<
YEN
CRS
HE
EAI
oh
§
P=
¥
Xx
EWE
。品具定帕戎剁大郵称数帕严+平水数帕委+林木育只，贡品具定丰平兆煤丰艰等协木，出因•
。贰品帕具家
。率部 帕补更味 贩美帕菩显更，卦姪一帕高更 具妹木越祖剁县的目帕彭將再麻效•
。数将穴再云戡苯要高更女 ，土出基林木
郵林艰耕峰發与善和意 ，数献再己我顺 起艰代 并，郵称啪株数T 走一数土题基的财代AJHV玉禽，中郢故产主•
。一女#杀要心啵具家产主昙郵称株数帕严味平水数随委出•
。阳果姣帕需祖具定觅品高
心虽不昙退代协木靠对处处，而然。卦用味量贡帕林木宝舸干用，蔡本类代本基个一T期昇呗财等代AJHM，胡避帕林木峌炎•
S品具宏=平水株找=艰芸妹木＞
习 大三 宝木","原木定制三大误区
木材等级=选料水平=家具品质？
•当谈到木材的分级时，NHLA分等规则提供了一个基本的分类体系，用于确定木材的质量和适用性。然而，仅仅依靠木材分级是不足以达到
高品质家具所需的效果的。
•优秀的选料水平和严格的选料标准是生产优质家具的必要条件之一。
•在生产过程中，良禽在NHLA分等规则的基础上进一步扩展了选料的标准，并按照分级选料原则进行再精选，这意味着在已经达到特级标准
的木材基础上，通过更高的要求进行再次挑选。
•这种再挑选的目的是确保所选木材具有更高的一致性、更显著的美观度和更低的缺陷率。
•选料的水平和标准在家具制造中起着重要的作用，只有通过对每块木材进行仔细筛选，确保其颜色、纹理和质地的匹配，才能够保证最终
家具的品质。
•因此，木材等级≠选料水平≠家具品质，只有好的木材等级 + 优秀的选料水平 + 严格的选料标准才能保证好的家具品质。
ebkae
BRIER
Mit
WER
VWs
SEE
+
MRD
RRR
HEEN
So
Ka
SBME
SESE
SERRE
YEBOMEY
BERS’
MORRO’
PRK
EE
PSS
SSE
VARI
ae
SS
JX
eb
ARE
A
EB
SLE
SB”
MEE
BNC
IES
Se?
TY
Ss
KL
ENR
Ah’
PRUNE
RS
EPS
SSEUVOS
MH
PPLE
LER
Bee
Oe
ESE
BARE
ais
ME
oe
hs
See
TK
BRE
AS
ES
-°
°
ey
SB
se
Bs
Se
IPS
EYE]
Ded?
USE?
EK
MEIN
L-V
WERE
EA
OE
WH
(<
YEN
CRS
HE
EAI
oh
§
P=
¥
Xx
EWE
。品具定帕戎剁大郵称数帕严+平水数帕委+林木育只，贡品具定丰平兆煤丰艰等协木，出因•
。贰品帕具家
。率部 帕补更味 贩美帕菩显更，卦姪一帕高更 具妹木越祖剁县的目帕彭將再麻效•
。数将穴再云戡苯要高更女 ，土出基林木
郵林艰耕峰發与善和意 ，数献再己我顺 起艰代 并，郵称啪株数T 走一数土题基的财代AJHV玉禽，中郢故产主•
。一女#杀要心啵具家产主昙郵称株数帕严味平水数随委出•
。阳果姣帕需祖具定觅品高
心虽不昙退代协木靠对处处，而然。卦用味量贡帕林木宝舸干用，蔡本类代本基个一T期昇呗财等代AJHM，胡避帕林木峌炎•
S品具宏=平水株找=艰芸妹木＞
习 大三 宝木",True,True,False,0.66,True,
6,p006-b01,dimension_note,"{""x"": 44, ""y"": 71, ""w"": 2782, ""h"": 1486}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p006-b01.png,,"aR
RSA
GE
b
2°
WREBYTeowWW
SLKHINGHWS
ELEY
i
Bi
ACS
SSL
eww
SABRI
INE
SRI
A)
LI
¥HSRVESCOWW?
PMA
CLE
ws
AYS
eS’
SWAP
GHELE
YER
Aww
VMROSS
(WPF
BHMINES'
wets
we)
pany
FEL
BSL
C
ThE
Hina
SRR
YD¥SS
ivia
Rivse
VS+
DEMOS
BREE
CUI
EBLE
BA
aa
SEMEL
20OWW
wenw
>
WEB]
TE
LB
(eR
a3%)
COW
|
Pca
<
EHWE
RRR
RHEE
gow
BSH
SLSR
SORE
(TKR)
ACRE
OK
CAME)
ees
Sear
TM
Be
BH
YLTeWW
Bla
800”
Eo]
ol
Wy
ee
SPREAD
LBNT
EEE
MEL
SAS
Lecw?
vI
B
VR
IWWHAG
K
SLBA
ST
Sb
Sl
re)
cya
yes
Sats1H)
WEES
(IEE)
HWA
LS
(UE
(02
DKYVE
NEL
Lape
Te,
Bey
-S
RWW
ELEHVRH
EAE
2¥)?
SWE
ESBS
BereTecw
S)
Bete
easeSLeHH)
LRESS
(GREW
VRBGSS
(MSFT
BEHBRASAMKMBANE
(HEAR)
ISRO
AA
ROY
ARYRAVSUHVRl)
HOEK
wai)
sh
TERE
weil
SRE
aay
Bic
LE
he
ene
ele
(i
Ny
y
it
出
下
i)
WW
‘ey
itt
Pat
Ht)
208)
ar
ORR
(SV/\e
(LO)
(2)
(SM)
(SW2ee)
(Eee
Es)
(2m)
(BS)
(#20480)
Se)
(Se\e8)
SF
wig
+0
¥UR\
eee
et
aes
¥USR
ake
bed
¥E
EE
SR
ER
Sk
we
es
vr\vs\pic
v3+\vsiplc
W3+\vs\Bic
‘v5+\vs\Bic
VS\BAC
w\Bic
W\Bic
VS+\WSIBIC
VSIBIC
Eeevo
Lew
eh
ea
有
PRAM
嫌
(BBMBSS)
(KER)
CEEOKRR)
(
赶
(21S)
CEASE)
(85S)
(ae)
址
48)
国
碍
)
(KR)
(ESEE2)
(#8)
(BERS)
(¥RHSe)
Sy
¥SB
税
*
¥O\ER
¥BA\EE
半
¥R
Hee
Se
ae
¥B
aKeb
Esit
2
TSE
eet
Ye
NE
BB
I
NY","用郵暗内共必赤出
2.9
mmoa千大 宽动单
mm&千大维不助，欧 好不的一色本己母趟用势灿叵妹木类三激白、散白、游學
SA
（苯要岷好天）用卦炒时姓饲效料。mm0a≤ 宽效单协木
亮黑大消不母應助， 好不mm8女 天林木 肪黑
面贝叵不
（甲势叵不的東千彩够，围妻从叵朗曾息干曾）義母显朋天
幹諧不邮註
+SA
効橱草卡
钟热自部好，雞SA千致，雞「A千
煞 大女天
用面邮cmm0aT>用 心餅好饱效井mm08 竞宽效单
遊面虱蛀
（ E坛 骅不土料効越单）mm02 大 効单
mm2l大维不助，享 的一母本己母顽用蚧刈叵妹木类三缴白，散白、教婴
mm08>导不资效求单司麸（販美数钗）效菇水天，韵菇活来天，（彣水山）贩美翻效
効窬匚郧带姮
数面贝用卦面兴贝叵非omoa千叵吋娃产主因置恨个。d008那不出古效单始
IA
（遊）草牛开蛸
（用卦总叵帕母孢干送煎）家詳不mmal女鼓天株木将肺黑
mo21-0 宽：彭背 数郵动株处斑面贝叵。呗息始用郵株 露长用動产主。林木干
（母随京哉辞店）美母显即天
（用彭不的會東干粥，《淋肪黑）用刺刈叵的好水山热自显即育共总千我色贿）姜母显即天
数芯（顺财AJHM伏妹速木要国美）汆二普，飛一普，2A帕口美北用卦
岷难
邦邧株救
氓菇
必碚
318
3a
18
31日
用聲巧不
甲卦叵不
用効叵不
（硫辞）
（ 妹）
（口千炒类丝辣）
（黑台薅\ 菇水）
（麩青）
白黑
（斑亦烯壁）
（黑妹丝萍）
（母黑青始壁）
（可奈 不
（曾昇杂媒显朗）
（ 昇重可）
（送黑\母青）姜色
口菰干
姜母\活 木
善曲文木
好木
善曲
姜母
善母\ 設
归冰
效木
用顶干卸
DUBISAI+SA
DIaISA
DIAISA
JI8ISAIA
JIAISAI+SA
3IaISAI+SA
JIaISAI+SA
JIAISA
IAISA
IA\SA
用卦叵不
用勃叵不代公a干头
（斑萍算至）
（感吉大京寺心）
（彣熙水）
（彣斯水𨯪至）
（効鄭水）
（民放小 会限个）
（美曲母青烈）
（小葵哥冰）
（曲泉 兹居饼茶）
（𡢟至）
（黑莲丝莲）
（ 點水）
（ 黑）
（曲吴縣面大）
胡炄然天
获朗是，刺晶設证
旅曲
守證
咀冰
基色\妇木
\活效木
姜曲
木卦禽月","aR
RSA
GE
b
2°
WREBYTeowWW
SLKHINGHWS
ELEY
i
Bi
ACS
SSL
eww
SABRI
INE
SRI
A)
LI
¥HSRVESCOWW?
PMA
CLE
ws
AYS
eS’
SWAP
GHELE
YER
Aww
VMROSS
(WPF
BHMINES'
wets
we)
pany
FEL
BSL
C
ThE
Hina
SRR
YD¥SS
ivia
Rivse
VS+
DEMOS
BREE
CUI
EBLE
BA
aa
SEMEL
20OWW
wenw
>
WEB]
TE
LB
(eR
a3%)
COW
|
Pca
<
EHWE
RRR
RHEE
gow
BSH
SLSR
SORE
(TKR)
ACRE
OK
CAME)
ees
Sear
TM
Be
BH
YLTeWW
Bla
800”
Eo]
ol
Wy
ee
SPREAD
LBNT
EEE
MEL
SAS
Lecw?
vI
B
VR
IWWHAG
K
SLBA
ST
Sb
Sl
re)
cya
yes
Sats1H)
WEES
(IEE)
HWA
LS
(UE
(02
DKYVE
NEL
Lape
Te,
Bey
-S
RWW
ELEHVRH
EAE
2¥)?
SWE
ESBS
BereTecw
S)
Bete
easeSLeHH)
LRESS
(GREW
VRBGSS
(MSFT
BEHBRASAMKMBANE
(HEAR)
ISRO
AA
ROY
ARYRAVSUHVRl)
HOEK
wai)
sh
TERE
weil
SRE
aay
Bic
LE
he
ene
ele
(i
Ny
y
it
出
下
i)
WW
‘ey
itt
Pat
Ht)
208)
ar
ORR
(SV/\e
(LO)
(2)
(SM)
(SW2ee)
(Eee
Es)
(2m)
(BS)
(#20480)
Se)
(Se\e8)
SF
wig
+0
¥UR\
eee
et
aes
¥USR
ake
bed
¥E
EE
SR
ER
Sk
we
es
vr\vs\pic
v3+\vsiplc
W3+\vs\Bic
‘v5+\vs\Bic
VS\BAC
w\Bic
W\Bic
VS+\WSIBIC
VSIBIC
Eeevo
Lew
eh
ea
有
PRAM
嫌
(BBMBSS)
(KER)
CEEOKRR)
(
赶
(21S)
CEASE)
(85S)
(ae)
址
48)
国
碍
)
(KR)
(ESEE2)
(#8)
(BERS)
(¥RHSe)
Sy
¥SB
税
*
¥O\ER
¥BA\EE
半
¥R
Hee
Se
ae
¥B
aKeb
Esit
2
TSE
eet
Ye
NE
BB
I
NY
用郵暗内共必赤出
2.9
mmoa千大 宽动单
mm&千大维不助，欧 好不的一色本己母趟用势灿叵妹木类三激白、散白、游學
SA
（苯要岷好天）用卦炒时姓饲效料。mm0a≤ 宽效单协木
亮黑大消不母應助， 好不mm8女 天林木 肪黑
面贝叵不
（甲势叵不的東千彩够，围妻从叵朗曾息干曾）義母显朋天
幹諧不邮註
+SA
効橱草卡
钟热自部好，雞SA千致，雞「A千
煞 大女天
用面邮cmm0aT>用 心餅好饱效井mm08 竞宽效单
遊面虱蛀
（ E坛 骅不土料効越单）mm02 大 効单
mm2l大维不助，享 的一母本己母顽用蚧刈叵妹木类三缴白，散白、教婴
mm08>导不资效求单司麸（販美数钗）效菇水天，韵菇活来天，（彣水山）贩美翻效
効窬匚郧带姮
数面贝用卦面兴贝叵非omoa千叵吋娃产主因置恨个。d008那不出古效单始
IA
（遊）草牛开蛸
（用卦总叵帕母孢干送煎）家詳不mmal女鼓天株木将肺黑
mo21-0 宽：彭背 数郵动株处斑面贝叵。呗息始用郵株 露长用動产主。林木干
（母随京哉辞店）美母显即天
（用彭不的會東干粥，《淋肪黑）用刺刈叵的好水山热自显即育共总千我色贿）姜母显即天
数芯（顺财AJHM伏妹速木要国美）汆二普，飛一普，2A帕口美北用卦
岷难
邦邧株救
氓菇
必碚
318
3a
18
31日
用聲巧不
甲卦叵不
用効叵不
（硫辞）
（ 妹）
（口千炒类丝辣）
（黑台薅\ 菇水）
（麩青）
白黑
（斑亦烯壁）
（黑妹丝萍）
（母黑青始壁）
（可奈 不
（曾昇杂媒显朗）
（ 昇重可）
（送黑\母青）姜色
口菰干
姜母\活 木
善曲文木
好木
善曲
姜母
善母\ 設
归冰
效木
用顶干卸
DUBISAI+SA
DIaISA
DIAISA
JI8ISAIA
JIAISAI+SA
3IaISAI+SA
JIaISAI+SA
JIAISA
IAISA
IA\SA
用卦叵不
用勃叵不代公a干头
（斑萍算至）
（感吉大京寺心）
（彣熙水）
（彣斯水𨯪至）
（効鄭水）
（民放小 会限个）
（美曲母青烈）
（小葵哥冰）
（曲泉 兹居饼茶）
（𡢟至）
（黑莲丝莲）
（ 點水）
（ 黑）
（曲吴縣面大）
胡炄然天
获朗是，刺晶設证
旅曲
守證
咀冰
基色\妇木
\活效木
姜曲
木卦禽月","aR
RSA
GE
b
2°
WREBYTeowWW
SLKHINGHWS
ELEY
i
Bi
ACS
SSL
eww
SABRI
INE
SRI
A)
LI
¥HSRVESCOWW?
PMA
CLE
ws
AYS
eS’
SWAP
GHELE
YER
Aww
VMROSS
(WPF
BHMINES'
wets
we)
pany
FEL
BSL
C
ThE
Hina
SRR
YD¥SS
ivia
Rivse
VS+
DEMOS
BREE
CUI
EBLE
BA
aa
SEMEL
20OWW
wenw
>
WEB]
TE
LB
(eR
a3%)
COW
|
Pca
<
EHWE
RRR
RHEE
gow
BSH
SLSR
SORE
(TKR)
ACRE
OK
CAME)
ees
Sear
TM
Be
BH
YLTeWW
Bla
800”
Eo]
ol
Wy
ee
SPREAD
LBNT
EEE
MEL
SAS
Lecw?
vI
B
VR
IWWHAG
K
SLBA
ST
Sb
Sl
re)
cya
yes
Sats1H)
WEES
(IEE)
HWA
LS
(UE
(02
DKYVE
NEL
Lape
Te,
Bey
-S
RWW
ELEHVRH
EAE
2¥)?
SWE
ESBS
BereTecw
S)
Bete
easeSLeHH)
LRESS
(GREW
VRBGSS
(MSFT
BEHBRASAMKMBANE
(HEAR)
ISRO
AA
ROY
ARYRAVSUHVRl)
HOEK
wai)
sh
TERE
weil
SRE
aay
Bic
LE
he
ene
ele
(i
Ny
y
it
出
下
i)
WW
‘ey
itt
Pat
Ht)
208)
ar
ORR
(SV/\e
(LO)
(2)
(SM)
(SW2ee)
(Eee
Es)
(2m)
(BS)
(#20480)
Se)
(Se\e8)
SF
wig
+0
¥UR\
eee
et
aes
¥USR
ake
bed
¥E
EE
SR
ER
Sk
we
es
vr\vs\pic
v3+\vsiplc
W3+\vs\Bic
‘v5+\vs\Bic
VS\BAC
w\Bic
W\Bic
VS+\WSIBIC
VSIBIC
Eeevo
Lew
eh
ea
有
PRAM
嫌
(BBMBSS)
(KER)
CEEOKRR)
(
赶
(21S)
CEASE)
(85S)
(ae)
址
48)
国
碍
)
(KR)
(ESEE2)
(#8)
(BERS)
(¥RHSe)
Sy
¥SB
税
*
¥O\ER
¥BA\EE
半
¥R
Hee
Se
ae
¥B
aKeb
Esit
2
TSE
eet
Ye
NE
BB
I
NY
用郵暗内共必赤出
2.9
mmoa千大 宽动单
mm&千大维不助，欧 好不的一色本己母趟用势灿叵妹木类三激白、散白、游學
SA
（苯要岷好天）用卦炒时姓饲效料。mm0a≤ 宽效单协木
亮黑大消不母應助， 好不mm8女 天林木 肪黑
面贝叵不
（甲势叵不的東千彩够，围妻从叵朗曾息干曾）義母显朋天
幹諧不邮註
+SA
効橱草卡
钟热自部好，雞SA千致，雞「A千
煞 大女天
用面邮cmm0aT>用 心餅好饱效井mm08 竞宽效单
遊面虱蛀
（ E坛 骅不土料効越单）mm02 大 効单
mm2l大维不助，享 的一母本己母顽用蚧刈叵妹木类三缴白，散白、教婴
mm08>导不资效求单司麸（販美数钗）效菇水天，韵菇活来天，（彣水山）贩美翻效
効窬匚郧带姮
数面贝用卦面兴贝叵非omoa千叵吋娃产主因置恨个。d008那不出古效单始
IA
（遊）草牛开蛸
（用卦总叵帕母孢干送煎）家詳不mmal女鼓天株木将肺黑
mo21-0 宽：彭背 数郵动株处斑面贝叵。呗息始用郵株 露长用動产主。林木干
（母随京哉辞店）美母显即天
（用彭不的會東干粥，《淋肪黑）用刺刈叵的好水山热自显即育共总千我色贿）姜母显即天
数芯（顺财AJHM伏妹速木要国美）汆二普，飛一普，2A帕口美北用卦
岷难
邦邧株救
氓菇
必碚
318
3a
18
31日
用聲巧不
甲卦叵不
用効叵不
（硫辞）
（ 妹）
（口千炒类丝辣）
（黑台薅\ 菇水）
（麩青）
白黑
（斑亦烯壁）
（黑妹丝萍）
（母黑青始壁）
（可奈 不
（曾昇杂媒显朗）
（ 昇重可）
（送黑\母青）姜色
口菰干
姜母\活 木
善曲文木
好木
善曲
姜母
善母\ 設
归冰
效木
用顶干卸
DUBISAI+SA
DIaISA
DIAISA
JI8ISAIA
JIAISAI+SA
3IaISAI+SA
JIaISAI+SA
JIAISA
IAISA
IA\SA
用卦叵不
用勃叵不代公a干头
（斑萍算至）
（感吉大京寺心）
（彣熙水）
（彣斯水𨯪至）
（効鄭水）
（民放小 会限个）
（美曲母青烈）
（小葵哥冰）
（曲泉 兹居饼茶）
（𡢟至）
（黑莲丝莲）
（ 點水）
（ 黑）
（曲吴縣面大）
胡炄然天
获朗是，刺晶設证
旅曲
守證
咀冰
基色\妇木
\活效木
姜曲
木卦禽月",True,False,False,0.36,False,
6,p006-b02,body_text,"{""x"": 2039, ""y"": 258, ""w"": 779, ""h"": 136}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p006-b02.png,,"sESL
BApBARD®
PPBGR?
WM:
PSL
)
YEYS¥
Ys
SS
LEYS
BAU
PAAR
RS
YATE
SL
BS
YS
NYS
sel
(SLMS:
SKVBRAMLIO
MIS?
SESE
EMER’
BR?
Ie
WSE2-
Mal
sl
S800”
LBW?
TOCA
LRT
MEL
se
ecw?","（。代暗啪面贝叵斜：面贝叵非。遊面量
育词：代暗 代靠神翮文对圓站马或発堡大文酥牛效开：对 又速面的或瓣坚大又马
om32干那消叵铸产主因置公限个。2008千升不出古菇单始m0上-己宽：林用司採","sESL
BApBARD®
PPBGR?
WM:
PSL
)
YEYS¥
Ys
SS
LEYS
BAU
PAAR
RS
YATE
SL
BS
YS
NYS
sel
(SLMS:
SKVBRAMLIO
MIS?
SESE
EMER’
BR?
Ie
WSE2-
Mal
sl
S800”
LBW?
TOCA
LRT
MEL
se
ecw?
（。代暗啪面贝叵斜：面贝叵非。遊面量
育词：代暗 代靠神翮文对圓站马或発堡大文酥牛效开：对 又速面的或瓣坚大又马
om32干那消叵铸产主因置公限个。2008千升不出古菇单始m0上-己宽：林用司採","sESL
BApBARD®
PPBGR?
WM:
PSL
)
YEYS¥
Ys
SS
LEYS
BAU
PAAR
RS
YATE
SL
BS
YS
NYS
sel
(SLMS:
SKVBRAMLIO
MIS?
SESE
EMER’
BR?
Ie
WSE2-
Mal
sl
S800”
LBW?
TOCA
LRT
MEL
se
ecw?
（。代暗啪面贝叵斜：面贝叵非。遊面量
育词：代暗 代靠神翮文对圓站马或発堡大文酥牛效开：对 又速面的或瓣坚大又马
om32干那消叵铸产主因置公限个。2008千升不出古菇单始m0上-己宽：林用司採",False,False,False,0.08,False,
6,p006-b03,body_text,"{""x"": 1277, ""y"": 272, ""w"": 180, ""h"": 25}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p006-b03.png,,"SRM
RYLeoww",mm02 大 宽 单,"SRM
RYLeoww
mm02 大 宽 单","SRM
RYLeoww
mm02 大 宽 单",False,False,False,0.0,False,
7,p007-b01,dimension_note,"{""x"": 947, ""y"": 237, ""w"": 55, ""h"": 49}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b01.png,,"amer
Expour
Yuew",,"amer
Expour
Yuew","amer
Expour
Yuew",True,False,False,0.28,False,
7,p007-b02,body_text,"{""x"": 1269, ""y"": 242, ""w"": 310, ""h"": 321}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b02.png,,"amcr
a
zeour
Eeecw
\",,"amcr
a
zeour
Eeecw
\","amcr
a
zeour
Eeecw
\",False,False,False,0.0,False,
7,p007-b03,body_text,"{""x"": 236, ""y"": 251, ""w"": 24, ""h"": 17}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b03.png,,四,,四,四,False,False,False,0.0,False,
7,p007-b04,body_text,"{""x"": 1846, ""y"": 368, ""w"": 327, ""h"": 201}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b04.png,,"\
|",,"\
|","\
|",False,False,False,0.0,False,
7,p007-b05,body_text,"{""x"": 280, ""y"": 629, ""w"": 858, ""h"": 385}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b05.png,,"~
CBWDEe
FAWBEB
EV
MOOD
KD
VANEBIGVV
WWELICAY
HALqmooge
@nige
¥
fo
nafaluaple","230AAD
AagMU
1OO NOAA-
MADIAJMA
2boowbipH nppismA
sldpniotzu2 ot sbiuD A","~
CBWDEe
FAWBEB
EV
MOOD
KD
VANEBIGVV
WWELICAY
HALqmooge
@nige
¥
fo
nafaluaple
230AAD
AagMU
1OO NOAA-
MADIAJMA
2boowbipH nppismA
sldpniotzu2 ot sbiuD A","~
CBWDEe
FAWBEB
EV
MOOD
KD
VANEBIGVV
WWELICAY
HALqmooge
@nige
¥
fo
nafaluaple
230AAD
AagMU
1OO NOAA-
MADIAJMA
2boowbipH nppismA
sldpniotzu2 ot sbiuD A",False,False,False,0.08,False,
7,p007-b06,body_text,"{""x"": 914, ""y"": 703, ""w"": 150, ""h"": 179}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b06.png,,"0
|",,"0
|","0
|",False,False,False,0.0,False,
7,p007-b07,body_text,"{""x"": 1457, ""y"": 709, ""w"": 297, ""h"": 308}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b07.png,,"0
|
Bi]
4S
35
El
be
C98
9",南計木+剧国美製裁叵,"0
|
Bi]
4S
35
El
be
C98
9
南計木+剧国美製裁叵","0
|
Bi]
4S
35
El
be
C98
9
南計木+剧国美製裁叵",False,False,False,0.08,False,
7,p007-b08,body_text,"{""x"": 2101, ""y"": 774, ""w"": 273, ""h"": 148}",/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/block-images/p007-b08.png,,"图
于
美国
中","箬谷怵刘
本切图国美","图
于
美国
中
箬谷怵刘
本切图国美","图
于
美国
中
箬谷怵刘
本切图国美",False,False,False,0.0,False,
