page,page_image_path,pdf_text_chars,basic_observation_count,vision_observation_count,block_count,needs_manual_review,basic_ocr_error,vision_ocr_error
390,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-390.png,40,64,15,14,False,,
391,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-391.png,224,55,12,6,False,,
392,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-392.png,256,86,16,8,False,,
393,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-393.png,180,87,3,4,False,,
394,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-394.png,221,47,39,8,False,,
395,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-395.png,86,41,19,6,False,,
396,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-396.png,232,67,35,3,False,,
397,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-397.png,349,72,26,8,False,,
398,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-398.png,295,84,22,6,False,,
399,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-399.png,331,110,24,7,False,,
400,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-400.png,203,55,10,2,False,,
401,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-401.png,259,82,29,4,False,,
402,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-402.png,238,138,75,1,False,,
403,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-403.png,373,78,39,5,False,,
404,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-404.png,279,99,21,4,False,,
405,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-405.png,114,74,18,9,False,,
406,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-406.png,48,13,8,7,False,,
407,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-407.png,53,24,10,6,False,,
408,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-408.png,50,30,7,7,False,,
409,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-409.png,58,23,10,4,False,,
410,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-410.png,64,21,12,5,False,,
411,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-411.png,58,26,12,5,False,,
412,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-412.png,34,10,9,8,False,,
413,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-413.png,44,11,8,11,False,,
414,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-414.png,50,11,8,9,False,,
415,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-415.png,44,9,6,8,False,,
416,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-416.png,44,5,7,8,False,,
417,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-417.png,52,9,7,9,False,,
418,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-418.png,86,18,10,6,False,,
419,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-419.png,260,81,6,3,False,,
420,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-420.png,48,18,2,6,False,,
421,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-421.png,72,39,11,10,False,,
422,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-422.png,194,48,10,6,False,,
423,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-423.png,229,59,12,6,False,,
424,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-424.png,6,17,12,16,False,,
425,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-425.png,138,63,8,8,False,,
426,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-426.png,86,43,7,5,False,,
427,/Users/admin/Nutstore Files/我的坚果云/CODE/project/liangqin-skill/skill/liangqin-pricing/reports/addenda/designer-manual-2026-03-22/pdf-block-review-2026-03-24/page-images/page-427.png,0,0,0,0,True,,
